id,key,value,type
42471733,highway,traffic_signals,regular
42472456,highway,traffic_signals,regular
42473431,highway,traffic_signals,regular
42473476,highway,traffic_signals,regular
42473746,highway,traffic_signals,regular
42473959,highway,traffic_signals,regular
42474746,highway,traffic_signals,regular
42474924,highway,traffic_signals,regular
42475563,FIXME,tunnel under bridge?,regular
42476503,highway,traffic_signals,regular
42476545,highway,traffic_signals,regular
42476636,highway,traffic_signals,regular
42476732,highway,traffic_signals,regular
42477042,highway,traffic_signals,regular
42477042,crossing,traffic_signals,regular
42477252,highway,traffic_signals,regular
42477588,highway,traffic_signals,regular
42478170,highway,traffic_signals,regular
42478411,highway,traffic_signals,regular
42480088,highway,traffic_signals,regular
42480149,highway,traffic_signals,regular
42480227,highway,traffic_signals,regular
42480960,highway,traffic_signals,regular
42481025,highway,traffic_signals,regular
42481782,highway,traffic_signals,regular
42481782,crossing,traffic_signals,regular
42481992,foot,no,regular
42481992,barrier,gate,regular
42481992,bicycle,no,regular
42482034,highway,traffic_signals,regular
42482227,highway,traffic_signals,regular
42482227,traffic_signals,signal,regular
42482398,highway,traffic_signals,regular
42484171,highway,traffic_signals,regular
42485300,highway,traffic_signals,regular
42485300,crossing,traffic_signals,regular
42485839,highway,traffic_signals,regular
42487339,highway,traffic_signals,regular
42487406,crossing,uncontrolled,regular
42487564,highway,traffic_signals,regular
42488827,crossing,uncontrolled,regular
42489171,highway,traffic_signals,regular
42489219,highway,traffic_signals,regular
42489219,crossing,traffic_signals,regular
42489302,highway,traffic_signals,regular
42489465,highway,turning_circle,regular
42491565,highway,traffic_signals,regular
42492588,highway,traffic_signals,regular
42492630,highway,traffic_signals,regular
42492630,crossing,traffic_signals,regular
42494706,highway,traffic_signals,regular
42496098,highway,traffic_signals,regular
42497737,highway,traffic_signals,regular
42497826,highway,traffic_signals,regular
42497866,highway,traffic_signals,regular
42498139,highway,traffic_signals,regular
42499136,highway,traffic_signals,regular
42499982,highway,traffic_signals,regular
42501472,highway,traffic_signals,regular
42501472,traffic_signals,signal,regular
42503441,highway,traffic_signals,regular
42503956,highway,traffic_signals,regular
42504253,highway,traffic_signals,regular
42505420,highway,traffic_signals,regular
42508588,highway,traffic_signals,regular
42508588,traffic_signals,signal,regular
42508832,highway,traffic_signals,regular
42508832,crossing,traffic_signals,regular
42511776,highway,traffic_signals,regular
42512298,highway,traffic_signals,regular
42512298,crossing,traffic_signals,regular
42512610,highway,traffic_signals,regular
42512652,highway,traffic_signals,regular
42512772,highway,traffic_signals,regular
42512814,highway,traffic_signals,regular
42512814,crossing,traffic_signals,regular
42512849,highway,traffic_signals,regular
42513166,highway,traffic_signals,regular
42514080,highway,traffic_signals,regular
42514116,highway,traffic_signals,regular
42515994,highway,traffic_signals,regular
42520454,highway,traffic_signals,regular
42520492,highway,traffic_signals,regular
42520492,crossing,traffic_signals,regular
42528566,highway,turning_circle,regular
42530731,highway,traffic_signals,regular
42532114,highway,traffic_signals,regular
42532842,highway,traffic_signals,regular
42533144,highway,traffic_signals,regular
42533770,highway,traffic_signals,regular
42534256,highway,traffic_signals,regular
42534934,highway,traffic_signals,regular
42786722,highway,traffic_signals,regular
42797324,highway,traffic_signals,regular
42807719,railway,level_crossing,regular
42815242,highway,traffic_signals,regular
42815676,highway,traffic_signals,regular
42815720,highway,traffic_signals,regular
42827730,highway,traffic_signals,regular
42835483,name,Sergei Dovlatov Way,regular
42846684,highway,traffic_signals,regular
42848904,highway,traffic_signals,regular
42849273,highway,turning_circle,regular
42856246,highway,traffic_signals,regular
42860149,highway,traffic_signals,regular
42866377,highway,traffic_signals,regular
42871299,highway,traffic_signals,regular
42871355,highway,traffic_signals,regular
42871656,highway,traffic_signals,regular
42875049,highway,traffic_signals,regular
42875095,highway,traffic_signals,regular
42879298,highway,traffic_signals,regular
42882837,highway,traffic_signals,regular
42890178,highway,traffic_signals,regular
42901424,highway,traffic_signals,regular
42910092,highway,traffic_signals,regular
42924100,highway,turning_circle,regular
66331480,name,Hoboken Terminal,regular
66331480,railway,buffer_stop,regular
66331480,public_transport,stop_position,regular
103858028,name,Hoboken Terminal,regular
103858028,public_transport,stop_position,regular
103858028,railway,buffer_stop,regular
103864489,highway,traffic_signals,regular
103869698,highway,traffic_signals,regular
103873489,highway,traffic_signals,regular
103873489,traffic_signals,signal,regular
103879819,highway,traffic_signals,regular
103885536,name,Hoboken Terminal,regular
103885536,railway,buffer_stop,regular
103885536,operator,NJ Transit,regular
103885536,public_transport,stop_position,regular
158799290,ele,5,regular
158799290,name,Flatlands,regular
158799290,is_in,"Kings,New York,N.Y.,NY,USA",regular
158799290,place,neighbourhood,regular
158799290,id,950260,gnis
158799290,wikipedia,"en::Flatlands, Brooklyn",regular
158799290,gnis:Class,Populated Place,regular
158799290,gnis:County,Kings,regular
158799290,gnis:ST_num,36,regular
158799290,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
158799290,gnis:ST_alpha,NY,regular
158799290,gnis:County_num,047,regular
158808490,ele,14,regular
158808490,name,Cypress Hills,regular
158808490,is_in,"Kings,New York,N.Y.,NY,USA",regular
158808490,place,neighbourhood,regular
158808490,id,2027081,gnis
158808490,gnis:Class,Populated Place,regular
158808490,gnis:County,Kings,regular
158808490,gnis:ST_num,36,regular
158808490,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
158808490,gnis:ST_alpha,NY,regular
158808490,gnis:County_num,047,regular
158815147,name,West Brighton,regular
158815147,is_in,"Kings,New York,N.Y.,NY,USA",regular
158815147,place,neighbourhood,regular
158815147,id,2099961,gnis
158815147,gnis:Class,Populated Place,regular
158815147,gnis:County,Kings,regular
158815147,gnis:ST_num,36,regular
158815147,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
158815147,gnis:ST_alpha,NY,regular
158815147,gnis:County_num,047,regular
158842043,ele,4,regular
158842043,name,Bensonhurst,regular
158842043,is_in,"Kings,New York,N.Y.,NY,USA",regular
158842043,place,neighbourhood,regular
158842043,id,943699,gnis
158842043,gnis:Class,Populated Place,regular
158842043,gnis:County,Kings,regular
158842043,gnis:ST_num,36,regular
158842043,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
158842043,gnis:ST_alpha,NY,regular
158842043,gnis:County_num,047,regular
158852148,ele,2,regular
158852148,name,Neponsit,regular
158852148,is_in,"Queens,New York,N.Y.,NY,USA",regular
158852148,place,suburb,regular
158852148,id,958369,gnis
158852148,gnis:Class,Populated Place,regular
158852148,gnis:County,Queens,regular
158852148,gnis:ST_num,36,regular
158852148,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
158852148,gnis:ST_alpha,NY,regular
158852148,gnis:County_num,081,regular
158861717,ele,6,regular
158861717,name,Greenwich Village,regular
158861717,is_in,"New York,New York,N.Y.,NY,USA",regular
158861717,place,neighbourhood,regular
158861717,id,951781,gnis
158861717,wikidata,Q205380,regular
158861717,wikipedia,en:Greenwich Village,regular
158861717,gnis:Class,Populated Place,regular
158861717,gnis:County,New York,regular
158861717,gnis:ST_num,36,regular
158861717,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
158861717,gnis:ST_alpha,NY,regular
158861717,gnis:County_num,061,regular
158876393,ele,15,regular
158876393,name,Bedford-Stuyvesant,regular
158876393,is_in,"Kings,New York,N.Y.,NY,USA",regular
158876393,place,neighbourhood,regular
158876393,id,943484,gnis
158876393,gnis:Class,Populated Place,regular
158876393,gnis:County,Kings,regular
158876393,gnis:ST_num,36,regular
158876393,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
158876393,gnis:ST_alpha,NY,regular
158876393,gnis:County_num,047,regular
158913422,ele,0,regular
158913422,name,Linden Hill,regular
158913422,is_in,"Queens,New York,N.Y.,NY,USA",regular
158913422,place,neighbourhood,regular
158913422,id,973583,gnis
158913422,gnis:Class,Populated Place,regular
158913422,gnis:County,Queens,regular
158913422,gnis:ST_num,36,regular
158913422,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
158913422,gnis:ST_alpha,NY,regular
158913422,gnis:County_num,081,regular
205020852,ref,1,regular
205020852,exit_to,South Street,regular
205020852,highway,motorway_junction,regular
219763251,ref,4;5;2;3;M;R,regular
219763251,name,Borough Hall Station,regular
219763251,railway,subway_entrance,regular
219763251,wheelchair,no,regular
219785432,ref,A;C,regular
219785432,name,High Street-Brooklyn Bridge Station,regular
219785432,railway,subway_entrance,regular
219785432,created_by,JOSM,regular
219785432,wheelchair,no,regular
222024310,created_by,JOSM,regular
222024349,created_by,JOSM,regular
222024410,created_by,JOSM,regular
222024450,created_by,JOSM,regular
225174264,created_by,JOSM,regular
225183289,created_by,JOSM,regular
225183421,created_by,JOSM,regular
225183565,created_by,JOSM,regular
225184010,created_by,JOSM,regular
225184141,created_by,JOSM,regular
243408995,created_by,JOSM,regular
243409005,created_by,JOSM,regular
243409015,created_by,JOSM,regular
246858449,highway,traffic_signals,regular
246877762,highway,traffic_signals,regular
246879394,highway,traffic_signals,regular
246890098,highway,traffic_signals,regular
248606379,highway,traffic_signals,regular
269209852,created_by,JOSM,regular
277028680,highway,traffic_signals,regular
277029037,highway,traffic_signals,regular
277029681,highway,traffic_signals,regular
277031447,highway,traffic_signals,regular
277036525,highway,crossing,regular
277670412,highway,crossing,regular
277670412,crossing,zebra,regular
278208666,railway,buffer_stop,regular
280869875,railway,switch,regular
280869875,switch,regular,railway
280869875,turnout_side,left,railway
280869875,local_operated,no,railway
280869875,switch:movable_frog,no,railway
280869875,switch:configuration,inside,railway
280990453,image,https://upload.wikimedia.org/wikipedia/commons/0/04/Forest_Av_BMT_sta_jeh.JPG,regular
280990453,light_rail,no,regular
280990453,name,Forest Avenue (M),regular
280990453,network,New York City Subway,regular
280990453,public_transport,station,regular
280990453,railway,station,regular
280990453,start_date,1915-08-09,regular
280990453,subway,yes,regular
280990453,train,no,regular
280990453,tram,no,regular
280990453,wheelchair,no,regular
280990453,wikipedia,en:Forest Avenue (BMT Myrtle Avenue Line),regular
293303069,created_by,Merkaartor 0.11,regular
293830854,created_by,Merkaartor 0.11,regular
295802740,city,Hoboken,addr
295802740,created_by,Merkaartor 0.11,regular
295802740,street,1st St,addr
295802740,housenumber,514,addr
295802759,created_by,Merkaartor 0.11,regular
295802759,housenumber,461,addr
295802785,city,Hoboken,addr
295802785,created_by,Merkaartor 0.11,regular
295802785,street,1st St,addr
295802785,housenumber,415,addr
295802810,city,Hoboken,addr
295802810,created_by,Merkaartor 0.11,regular
295802810,street,Grand St,addr
295802810,housenumber,102,addr
295802833,city,Hoboken,addr
295802833,created_by,Merkaartor 0.11,regular
295802833,street,Clinton St,addr
295802833,housenumber,101,addr
295802855,city,Hoboken,addr
295802855,created_by,Merkaartor 0.11,regular
295802855,street,1st St,addr
295802855,housenumber,260,addr
295802875,city,Hoboken,addr
295802875,created_by,Merkaartor 0.11,regular
295802875,street,Garden St,addr
295802875,housenumber,99,addr
295802897,city,Hoboken,addr
295802897,created_by,Merkaartor 0.11,regular
295802897,street,Park Ave,addr
295802897,housenumber,101,addr
295802919,city,Hoboken,addr
295802919,created_by,Merkaartor 0.11,regular
295802919,street,Bloomfield St,addr
295802919,housenumber,101,addr
295870180,name,Exchange Place (HBLR),regular
295870180,railway,station,regular
295870180,operator,New Jersey Transit,regular
295870180,asset_ref,30833,regular
295870180,wheelchair,yes,regular
295870180,wheelchair,yes,toilets
296435383,city,Hoboken,addr
296435383,created_by,Merkaartor 0.11,regular
296435383,street,Newark St,addr
296435383,housenumber,301,addr
296435418,created_by,Merkaartor 0.11,regular
296568077,created_by,Merkaartor 0.11,regular
296568077,street,2nd St,addr
296568077,housenumber,64,addr
296568140,city,Hoboken,addr
296568140,created_by,Merkaartor 0.12,regular
296568140,street,Hudson St,addr
296568140,housenumber,79,addr
296568203,created_by,Merkaartor 0.11,regular
296568203,street,River St,addr
296568203,housenumber,94,addr
297094784,created_by,Merkaartor 0.11,regular
297094808,created_by,Merkaartor 0.11,regular
297094840,name,Municipal Lot B,regular
297094840,amenity,parking,regular
297094840,created_by,Merkaartor 0.11,regular
297112175,name,PATH,regular
297112175,note,path is: Port Authority Trans-Hudson,regular
297112175,railway,subway_entrance,regular
297456602,created_by,Merkaartor 0.12,regular
297466476,created_by,Merkaartor 0.12,regular
297890813,created_by,Merkaartor 0.12,regular
297890824,created_by,Merkaartor 0.12,regular
301497796,created_by,Merkaartor 0.12,regular
301497806,created_by,Merkaartor 0.12,regular
301497907,created_by,Merkaartor 0.12,regular
301498004,created_by,Merkaartor 0.12,regular
301545557,created_by,Merkaartor 0.12,regular
301545570,created_by,Merkaartor 0.12,regular
301545583,created_by,Merkaartor 0.12,regular
301545593,created_by,Merkaartor 0.12,regular
301545604,created_by,Merkaartor 0.12,regular
301545614,created_by,Merkaartor 0.12,regular
301546642,created_by,Merkaartor 0.12,regular
302743634,created_by,Merkaartor 0.12,regular
302743644,created_by,Merkaartor 0.12,regular
302743654,created_by,Merkaartor 0.12,regular
302743675,created_by,Merkaartor 0.12,regular
302743685,created_by,Merkaartor 0.12,regular
357548361,ele,7,regular
357548361,name,High School for Health Profesion and Human Services,regular
357548361,amenity,school,regular
357548361,edited,04/18/2008,gnis
357548361,created,01/01/2000,gnis
357548361,state_id,36,gnis
357548361,county_id,061,gnis
357548361,feature_id,943768,gnis
357552235,ele,3,regular
357552235,name,Canarsie Pol,regular
357552235,place,island,regular
357552235,created,01/23/1980,gnis
357552235,state_id,36,gnis
357552235,county_id,047,gnis
357552235,feature_id,945749,gnis
357558852,ele,24,regular
357558852,name,Evergreen Park,regular
357558852,leisure,park,regular
357558852,created,01/23/1980,gnis
357558852,state_id,36,gnis
357558852,county_id,081,gnis
357558852,feature_id,949777,gnis
357562394,ele,5,regular
357562394,name,Gravesend Cemetery,regular
357562394,amenity,grave_yard,regular
357562394,created,01/23/1980,gnis
357562394,state_id,36,gnis
357562394,county_id,047,gnis
357562394,feature_id,951599,gnis
357567249,ele,7,regular
357567249,name,Public School 128,regular
357567249,amenity,school,regular
357567249,edited,09/06/2005,gnis
357567249,created,01/23/1980,gnis
357567249,state_id,36,gnis
357567249,county_id,047,gnis
357567249,feature_id,954253,gnis
357567449,ele,10,regular
357567449,name,Intermediate School 292,regular
357567449,amenity,school,regular
357567449,edited,10/17/2005,gnis
357567449,created,01/23/1980,gnis
357567449,state_id,36,gnis
357567449,county_id,047,gnis
357567449,feature_id,954310,gnis
357568436,ele,3,regular
357568436,name,Lafayette High School,regular
357568436,amenity,school,regular
357568436,edited,12/18/2006,gnis
357568436,created,01/23/1980,gnis
357568436,state_id,36,gnis
357568436,county_id,047,gnis
357568436,feature_id,954882,gnis
357570943,ele,5,regular
357570943,name,Ramirez Playground,regular
357570943,leisure,park,regular
357570943,edited,12/12/2007,gnis
357570943,created,01/23/1980,gnis
357570943,state_id,36,gnis
357570943,county_id,047,gnis
357570943,feature_id,956802,gnis
357573242,ele,5,regular
357573242,name,New York Community College of Applied Arts and Sciences,regular
357573242,amenity,school,regular
357573242,edited,09/06/2005,gnis
357573242,created,01/23/1980,gnis
357573242,state_id,36,gnis
357573242,county_id,047,gnis
357573242,feature_id,958471,gnis
357578402,ele,13,regular
357578402,name,Public School 108,regular
357578402,amenity,school,regular
357578402,edited,10/17/2005,gnis
357578402,created,01/23/1980,gnis
357578402,state_id,36,gnis
357578402,county_id,047,gnis
357578402,feature_id,961242,gnis
357579661,ele,4,regular
357579661,name,Junior High School 22 Gustave Straubenmuller (historical),regular
357579661,historic,school,regular
357579661,edited,10/21/2008,gnis
357579661,created,01/01/2000,gnis
357579661,state_id,36,gnis
357579661,county_id,061,gnis
357579661,feature_id,961535,gnis
357580384,ele,34,regular
357580384,name,Public School 22,regular
357580384,amenity,school,regular
357580384,edited,08/01/2005,gnis
357580384,created,01/23/1980,gnis
357580384,state_id,36,gnis
357580384,county_id,047,gnis
357580384,feature_id,961700,gnis
357580734,ele,15,regular
357580734,name,Public School 65,regular
357580734,amenity,school,regular
357580734,created,01/23/1980,gnis
357580734,state_id,36,gnis
357580734,county_id,081,gnis
357580734,feature_id,961797,gnis
357581137,ele,19,regular
357581137,name,Public School 93,regular
357581137,amenity,school,regular
357581137,edited,10/27/2005,gnis
357581137,created,01/23/1980,gnis
357581137,state_id,36,gnis
357581137,county_id,047,gnis
357581137,feature_id,961914,gnis
357581137,polling_station,yes,regular
357584893,ele,26,regular
357584893,name,Saint Johns Cemetery,regular
357584893,amenity,grave_yard,regular
357584893,created,01/23/1980,gnis
357584893,state_id,36,gnis
357584893,county_id,081,gnis
357584893,feature_id,963596,gnis
357586691,ele,28,regular
357586691,name,Saint Pancras School,regular
357586691,amenity,school,regular
357586691,created,01/23/1980,gnis
357586691,state_id,36,gnis
357586691,county_id,081,gnis
357586691,feature_id,964040,gnis
357588583,ele,28,regular
357588583,name,Seafarers School,regular
357588583,amenity,school,regular
357588583,created,01/23/1980,gnis
357588583,state_id,36,gnis
357588583,county_id,047,gnis
357588583,feature_id,964722,gnis
357596160,ele,52,regular
357596160,name,Green-Wood Cemetery,regular
357596160,amenity,grave_yard,regular
357596160,edited,11/27/2006,gnis
357596160,created,01/01/2000,gnis
357596160,state_id,36,gnis
357596160,county_id,047,gnis
357596160,feature_id,970181,gnis
357606556,ele,2,regular
357606556,name,WNYC-AM (New York),regular
357606556,man_made,tower,regular
357606556,created,08/01/1994,gnis
357606556,state_id,36,gnis
357606556,county_id,047,gnis
357606556,feature_id,978450,gnis
357609004,ele,4,regular
357609004,name,Tompkins Square Lodging House for Boys and Industrial School (historical),regular
357609004,amenity,school,regular
357609004,created,01/01/2000,gnis
357609004,state_id,36,gnis
357609004,county_id,061,gnis
357609004,feature_id,2061940,gnis
357610803,ele,7,regular
357610803,name,South Baptist Church,regular
357610803,note,no informations found! Still existing?,regular
357610803,amenity,place_of_worship,regular
357610803,religion,christian,regular
357610803,denomination,baptist,regular
357610803,created,10/03/2005,gnis
357610803,state_id,36,gnis
357610803,county_id,061,gnis
357610803,feature_id,2072113,gnis
357616892,ele,26,regular
357616892,name,Roman Catholic Church of Saint Aloysius,regular
357616892,amenity,place_of_worship,regular
357616892,religion,christian,regular
357616892,denomination,catholic,regular
357616892,created,11/21/2005,gnis
357616892,state_id,36,gnis
357616892,county_id,081,gnis
357616892,feature_id,2079374,gnis
357617048,ele,27,regular
357617048,name,Glendale Baptist Church,regular
357617048,amenity,place_of_worship,regular
357617048,religion,christian,regular
357617048,denomination,baptist,regular
357617048,created,11/21/2005,gnis
357617048,state_id,36,gnis
357617048,county_id,081,gnis
357617048,feature_id,2079534,gnis
357617209,ele,14,regular
357617209,name,Saint Thomas the Apostle Church,regular
357617209,amenity,place_of_worship,regular
357617209,religion,christian,regular
357617209,created,11/28/2005,gnis
357617209,state_id,36,gnis
357617209,county_id,081,gnis
357617209,feature_id,2079612,gnis
357617917,ele,26,regular
357617917,name,Ridgewood Presbyterian Church,regular
357617917,amenity,place_of_worship,regular
357617917,religion,christian,regular
357617917,created,12/05/2005,gnis
357617917,state_id,36,gnis
357617917,county_id,081,gnis
357617917,feature_id,2080306,gnis
357618522,ele,12,regular
357618522,name,Seventh Day Adventist Church of Union Square,regular
357618522,amenity,place_of_worship,regular
357618522,religion,christian,regular
357618522,created,12/08/2005,gnis
357618522,state_id,36,gnis
357618522,county_id,061,gnis
357618522,feature_id,2080633,gnis
357618584,ele,21,regular
357618584,name,Adelphi Station Brooklyn Post Office,regular
357618584,amenity,post_office,regular
357618584,city,Brooklyn,addr
357618584,street,Fulton Street,addr
357618584,created,12/12/2005,gnis
357618584,postcode,11238,addr
357618584,state_id,36,gnis
357618584,county_id,047,gnis
357618584,feature_id,2080852,gnis
357618665,ele,9,regular
357618665,name,Masjid Al - Aman,regular
357618665,amenity,place_of_worship,regular
357618665,religion,muslim,regular
357618665,created,12/12/2005,gnis
357618665,state_id,36,gnis
357618665,county_id,047,gnis
357618665,feature_id,2080904,gnis
357618765,ele,26,regular
357618765,name,Saint Ann's School,regular
357618765,amenity,school,regular
357618765,created,12/16/2005,gnis
357618765,state_id,36,gnis
357618765,county_id,047,gnis
357618765,feature_id,2081397,gnis
357618903,ele,24,regular
357618903,name,Apostolic Faith Church,regular
357618903,amenity,place_of_worship,regular
357618903,religion,christian,regular
357618903,created,12/21/2005,gnis
357618903,state_id,36,gnis
357618903,county_id,047,gnis
357618903,feature_id,2081567,gnis
357618996,ele,16,regular
357618996,name,Stuyvesant Heights Christian Church,regular
357618996,amenity,place_of_worship,regular
357618996,religion,christian,regular
357618996,created,12/21/2005,gnis
357618996,state_id,36,gnis
357618996,county_id,047,gnis
357618996,feature_id,2081600,gnis
357619152,ele,9,regular
357619152,name,Holy Trinity Roman Catholic Church,regular
357619152,amenity,place_of_worship,regular
357619152,religion,christian,regular
357619152,denomination,catholic,regular
357619152,created,01/03/2006,gnis
357619152,state_id,36,gnis
357619152,county_id,047,gnis
357619152,feature_id,2081744,gnis
357619222,city,Brooklyn,addr
357619222,housenumber,2866,addr
357619222,postcode,11224,addr
357619222,state,NY,addr
357619222,street,West 17th Street,addr
357619222,amenity,place_of_worship,regular
357619222,denomination,roman_catholic,regular
357619222,ele,1,regular
357619222,county_id,047,gnis
357619222,created,01/03/2006,gnis
357619222,feature_id,2081773,gnis
357619222,state_id,36,gnis
357619222,name,Our Lady of Solace Roman Catholic Church,regular
357619222,phone,+1-718-266-1612,regular
357619222,religion,christian,regular
357619222,website,http://olsbrooklyn.com/,regular
357619301,ele,4,regular
357619301,name,Beginning With Children Charter School,regular
357619301,amenity,school,regular
357619301,created,01/03/2006,gnis
357619301,state_id,36,gnis
357619301,county_id,047,gnis
357619301,feature_id,2081887,gnis
357619379,ele,8,regular
357619379,name,Brooklyn Comprehensive Night High School,regular
357619379,amenity,school,regular
357619379,created,01/03/2006,gnis
357619379,state_id,36,gnis
357619379,county_id,047,gnis
357619379,feature_id,2082096,gnis
357619461,ele,11,regular
357619461,name,High School for Legal Studies,regular
357619461,amenity,school,regular
357619461,created,01/03/2006,gnis
357619461,state_id,36,gnis
357619461,county_id,047,gnis
357619461,feature_id,2082144,gnis
357619513,ele,11,regular
357619513,name,International Arts Business High School,regular
357619513,amenity,school,regular
357619513,created,01/03/2006,gnis
357619513,state_id,36,gnis
357619513,county_id,047,gnis
357619513,feature_id,2082160,gnis
357619590,ele,9,regular
357619590,name,Meorot Beit Yaakov,regular
357619590,amenity,school,regular
357619590,created,01/03/2006,gnis
357619590,state_id,36,gnis
357619590,county_id,047,gnis
357619590,feature_id,2082184,gnis
357619635,ele,7,regular
357619635,name,Mirrer Yeshiva High School,regular
357619635,amenity,school,regular
357619635,created,01/12/2006,gnis
357619635,state_id,36,gnis
357619635,county_id,047,gnis
357619635,feature_id,2082221,gnis
357619727,ele,14,regular
357619727,name,Public School 134,regular
357619727,amenity,school,regular
357619727,created,01/12/2006,gnis
357619727,state_id,36,gnis
357619727,county_id,047,gnis
357619727,feature_id,2082247,gnis
357619898,ele,4,regular
357619898,name,South Shore High School,regular
357619898,amenity,school,regular
357619898,created,01/12/2006,gnis
357619898,state_id,36,gnis
357619898,county_id,047,gnis
357619898,feature_id,2082293,gnis
357619959,ele,13,regular
357619959,name,Yeshiva Beth Yitzchok D Spinka,regular
357619959,amenity,school,regular
357619959,created,01/12/2006,gnis
357619959,state_id,36,gnis
357619959,county_id,047,gnis
357619959,feature_id,2082395,gnis
357620046,ele,8,regular
357620046,name,Yeshiva Yesode Hatorah,regular
357620046,amenity,school,regular
357620046,created,01/17/2006,gnis
357620046,state_id,36,gnis
357620046,county_id,047,gnis
357620046,feature_id,2082423,gnis
357620291,ele,12,regular
357620291,name,Cooper Triangle,regular
357620291,leisure,park,regular
357620291,edited,10/01/2008,gnis
357620291,created,01/17/2006,gnis
357620291,state_id,36,gnis
357620291,county_id,061,gnis
357620291,feature_id,2082974,gnis
357620411,ele,7,regular
357620411,name,Old Stuyvesant High School,regular
357620411,amenity,school,regular
357620411,created,01/17/2006,gnis
357620411,state_id,36,gnis
357620411,county_id,061,gnis
357620411,feature_id,2083076,gnis
357621583,ele,6,regular
